Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Month/Year,Discount Bucket 
8/12/2024,Melatonin,Sleep Aid,146.00,$48.13,"$7,026.98",21.00%,2.00,USA,iHerb,1.37%,Aug 2024,20–25%
8/12/2024,Biotin,Vitamin,136.00,$45.04,"$6,125.44",14.00%,2.00,USA,Amazon,1.47%,Aug 2024,10–15%
8/12/2024,Green Tea Extract,Fat Burner,162.00,$16.23,"$2,629.26",23.00%,2.00,UK,Walmart,1.23%,Aug 2024,20–25%
8/12/2024,Iron Supplement,Mineral,154.00,$56.58,"$8,713.32",14.00%,1.00,Canada,iHerb,0.65%,Aug 2024,10–15%
8/12/2024,Electrolyte Powder,Hydration,147.00,$30.79,"$4,526.13",22.00%,1.00,USA,iHerb,0.68%,Aug 2024,20–25%
8/19/2024,Whey Protein,Protein,163.00,$51.22,"$8,348.86",18.00%,3.00,UK,iHerb,1.84%,Aug 2024,15–20%
8/19/2024,Vitamin C,Vitamin,146.00,$52.12,"$7,609.52",12.00%,0.00,USA,Walmart,0.00%,Aug 2024,10–15%
8/19/2024,Fish Oil,Omega,133.00,$47.55,"$6,324.15",18.00%,0.00,USA,Amazon,0.00%,Aug 2024,15–20%
8/19/2024,Multivitamin,Vitamin,164.00,$49.65,"$8,142.60",12.00%,2.00,USA,Walmart,1.22%,Aug 2024,10–15%
8/19/2024,Pre-Workout,Performance,146.00,$52.07,"$7,602.22",1.00%,4.00,USA,iHerb,2.74%,Aug 2024,0–5%
8/19/2024,BCAA,Amino Acid,155.00,$41.40,"$6,417.00",3.00%,1.00,USA,Amazon,0.65%,Aug 2024,0–5%
8/19/2024,Creatine,Performance,158.00,$42.62,"$6,733.96",5.00%,1.00,USA,Amazon,0.63%,Aug 2024,0–5%
8/19/2024,Zinc,Mineral,155.00,$38.25,"$5,928.75",15.00%,1.00,USA,iHerb,0.65%,Aug 2024,10–15%
8/19/2024,Collagen Peptides,Protein,163.00,$30.66,"$4,997.58",19.00%,5.00,Canada,Amazon,3.07%,Aug 2024,15–20%
8/19/2024,Magnesium,Mineral,136.00,$53.92,"$7,333.12",9.00%,1.00,Canada,iHerb,0.74%,Aug 2024,5–10%
8/19/2024,Ashwagandha,Herbal,149.00,$23.04,"$3,432.96",1.00%,0.00,USA,iHerb,0.00%,Aug 2024,0–5%
8/19/2024,Melatonin,Sleep Aid,148.00,$48.23,"$7,138.04",3.00%,3.00,Canada,Walmart,2.03%,Aug 2024,0–5%
8/19/2024,Biotin,Vitamin,168.00,$46.98,"$7,892.64",3.00%,1.00,Canada,iHerb,0.60%,Aug 2024,0–5%
8/19/2024,Green Tea Extract,Fat Burner,144.00,$48.97,"$7,051.68",23.00%,2.00,Canada,Amazon,1.39%,Aug 2024,20–25%
8/19/2024,Iron Supplement,Mineral,156.00,$40.27,"$6,282.12",2.00%,3.00,Canada,Walmart,1.92%,Aug 2024,0–5%
8/19/2024,Electrolyte Powder,Hydration,151.00,$56.00,"$8,456.00",12.00%,3.00,UK,iHerb,1.99%,Aug 2024,10–15%
8/26/2024,Whey Protein,Protein,165.00,$13.07,"$2,156.55",6.00%,3.00,USA,Amazon,1.82%,Aug 2024,5–10%
8/26/2024,Vitamin C,Vitamin,168.00,$32.00,"$5,376.00",4.00%,4.00,UK,iHerb,2.38%,Aug 2024,0–5%
8/26/2024,Fish Oil,Omega,139.00,$43.04,"$5,982.56",6.00%,3.00,USA,Amazon,2.16%,Aug 2024,5–10%
8/26/2024,Multivitamin,Vitamin,150.00,$18.17,"$2,725.50",12.00%,1.00,USA,Amazon,0.67%,Aug 2024,10–15%
8/26/2024,Pre-Workout,Performance,168.00,$58.81,"$9,880.08",16.00%,0.00,USA,Walmart,0.00%,Aug 2024,15–20%
8/26/2024,BCAA,Amino Acid,121.00,$21.74,"$2,630.54",8.00%,0.00,Canada,Walmart,0.00%,Aug 2024,5–10%
8/26/2024,Creatine,Performance,155.00,$13.90,"$2,154.50",13.00%,2.00,USA,Amazon,1.29%,Aug 2024,10–15%
8/26/2024,Zinc,Mineral,129.00,$38.92,"$5,020.68",24.00%,0.00,UK,Amazon,0.00%,Aug 2024,20–25%
8/26/2024,Collagen Peptides,Protein,152.00,$11.18,"$1,699.36",23.00%,2.00,UK,Amazon,1.32%,Aug 2024,20–25%
8/26/2024,Magnesium,Mineral,130.00,$12.54,"$1,630.20",15.00%,1.00,UK,Amazon,0.77%,Aug 2024,10–15%
8/26/2024,Ashwagandha,Herbal,150.00,$36.59,"$5,488.50",13.00%,0.00,USA,iHerb,0.00%,Aug 2024,10–15%
8/26/2024,Melatonin,Sleep Aid,142.00,$55.01,"$7,811.42",18.00%,5.00,UK,iHerb,3.52%,Aug 2024,15–20%
8/26/2024,Biotin,Vitamin,143.00,$40.15,"$5,741.45",11.00%,0.00,Canada,Amazon,0.00%,Aug 2024,10–15%
8/26/2024,Green Tea Extract,Fat Burner,140.00,$44.81,"$6,273.40",24.00%,2.00,USA,iHerb,1.43%,Aug 2024,20–25%
8/26/2024,Iron Supplement,Mineral,142.00,$29.22,"$4,149.24",21.00%,2.00,UK,Walmart,1.41%,Aug 2024,20–25%
8/26/2024,Electrolyte Powder,Hydration,153.00,$56.90,"$8,705.70",16.00%,4.00,USA,Amazon,2.61%,Aug 2024,15–20%
9/2/2024,Whey Protein,Protein,153.00,$50.66,"$7,750.98",8.00%,4.00,UK,Walmart,2.61%,Sep 2024,5–10%
9/2/2024,Vitamin C,Vitamin,185.00,$42.41,"$7,845.85",14.00%,3.00,USA,Amazon,1.62%,Sep 2024,10–15%
9/2/2024,Fish Oil,Omega,166.00,$50.80,"$8,432.80",8.00%,1.00,UK,Amazon,0.60%,Sep 2024,5–10%
9/2/2024,Multivitamin,Vitamin,147.00,$19.36,"$2,845.92",17.00%,1.00,USA,Amazon,0.68%,Sep 2024,15–20%
9/2/2024,Pre-Workout,Performance,161.00,$43.40,"$6,987.40",16.00%,4.00,Canada,Amazon,2.48%,Sep 2024,15–20%
9/2/2024,BCAA,Amino Acid,158.00,$55.23,"$8,726.34",17.00%,1.00,USA,iHerb,0.63%,Sep 2024,15–20%
9/2/2024,Creatine,Performance,166.00,$31.22,"$5,182.52",18.00%,3.00,USA,Amazon,1.81%,Sep 2024,15–20%
9/2/2024,Zinc,Mineral,144.00,$15.48,"$2,229.12",6.00%,3.00,UK,Amazon,2.08%,Sep 2024,5–10%
9/2/2024,Collagen Peptides,Protein,145.00,$43.30,"$6,278.50",20.00%,0.00,USA,iHerb,0.00%,Sep 2024,15–20%
9/2/2024,Magnesium,Mineral,143.00,$28.24,"$4,038.32",25.00%,3.00,UK,iHerb,2.10%,Sep 2024,20–25%
9/2/2024,Ashwagandha,Herbal,149.00,$27.38,"$4,079.62",20.00%,0.00,UK,Amazon,0.00%,Sep 2024,15–20%
9/2/2024,Melatonin,Sleep Aid,160.00,$15.37,"$2,459.20",7.00%,1.00,UK,iHerb,0.63%,Sep 2024,5–10%
9/2/2024,Biotin,Vitamin,159.00,$42.98,"$6,833.82",18.00%,2.00,Canada,Amazon,1.26%,Sep 2024,15–20%
9/2/2024,Green Tea Extract,Fat Burner,160.00,$39.36,"$6,297.60",24.00%,2.00,USA,iHerb,1.25%,Sep 2024,20–25%
9/2/2024,Iron Supplement,Mineral,154.00,$26.66,"$4,105.64",18.00%,3.00,Canada,iHerb,1.95%,Sep 2024,15–20%
9/2/2024,Electrolyte Powder,Hydration,139.00,$52.62,"$7,314.18",21.00%,3.00,UK,Amazon,2.16%,Sep 2024,20–25%
9/9/2024,Whey Protein,Protein,175.00,$42.82,"$7,493.50",10.00%,1.00,USA,Amazon,0.57%,Sep 2024,5–10%
9/9/2024,Vitamin C,Vitamin,148.00,$35.07,"$5,190.36",20.00%,2.00,UK,iHerb,1.35%,Sep 2024,15–20%
9/9/2024,Fish Oil,Omega,148.00,$50.92,"$7,536.16",14.00%,3.00,Canada,Amazon,2.03%,Sep 2024,10–15%
9/9/2024,Multivitamin,Vitamin,158.00,$47.73,"$7,541.34",1.00%,0.00,USA,iHerb,0.00%,Sep 2024,0–5%
9/9/2024,Pre-Workout,Performance,129.00,$21.77,"$2,808.33",25.00%,1.00,USA,iHerb,0.78%,Sep 2024,20–25%
9/9/2024,BCAA,Amino Acid,156.00,$26.09,"$4,070.04",8.00%,2.00,USA,Walmart,1.28%,Sep 2024,5–10%
9/9/2024,Creatine,Performance,149.00,$39.60,"$5,900.40",19.00%,0.00,UK,Walmart,0.00%,Sep 2024,15–20%
9/9/2024,Zinc,Mineral,161.00,$43.45,"$6,995.45",8.00%,1.00,USA,iHerb,0.62%,Sep 2024,5–10%
9/9/2024,Collagen Peptides,Protein,150.00,$35.37,"$5,305.50",1.00%,3.00,UK,iHerb,2.00%,Sep 2024,0–5%
9/9/2024,Magnesium,Mineral,163.00,$40.49,"$6,599.87",14.00%,6.00,USA,Amazon,3.68%,Sep 2024,10–15%
9/9/2024,Ashwagandha,Herbal,142.00,$39.07,"$5,547.94",24.00%,2.00,USA,Walmart,1.41%,Sep 2024,20–25%
9/9/2024,Melatonin,Sleep Aid,138.00,$45.56,"$6,287.28",19.00%,0.00,UK,iHerb,0.00%,Sep 2024,15–20%
9/9/2024,Biotin,Vitamin,150.00,$53.75,"$8,062.50",4.00%,2.00,USA,iHerb,1.33%,Sep 2024,0–5%
9/9/2024,Green Tea Extract,Fat Burner,141.00,$57.03,"$8,041.23",6.00%,0.00,UK,Walmart,0.00%,Sep 2024,5–10%
9/9/2024,Iron Supplement,Mineral,127.00,$42.09,"$5,345.43",8.00%,2.00,USA,iHerb,1.57%,Sep 2024,5–10%
9/9/2024,Electrolyte Powder,Hydration,174.00,$29.96,"$5,213.04",19.00%,0.00,Canada,iHerb,0.00%,Sep 2024,15–20%
9/16/2024,Whey Protein,Protein,143.00,$32.74,"$4,681.82",14.00%,0.00,UK,iHerb,0.00%,Sep 2024,10–15%
9/16/2024,Vitamin C,Vitamin,139.00,$31.74,"$4,411.86",1.00%,1.00,USA,Amazon,0.72%,Sep 2024,0–5%
9/16/2024,Fish Oil,Omega,151.00,$46.62,"$7,039.62",2.00%,0.00,USA,iHerb,0.00%,Sep 2024,0–5%
9/16/2024,Multivitamin,Vitamin,143.00,$32.84,"$4,696.12",25.00%,1.00,UK,Walmart,0.70%,Sep 2024,20–25%
9/16/2024,Pre-Workout,Performance,159.00,$52.50,"$8,347.50",5.00%,2.00,UK,iHerb,1.26%,Sep 2024,0–5%
9/16/2024,BCAA,Amino Acid,167.00,$27.34,"$4,565.78",24.00%,3.00,Canada,iHerb,1.80%,Sep 2024,20–25%
9/16/2024,Creatine,Performance,142.00,$30.22,"$4,291.24",12.00%,1.00,USA,Amazon,0.70%,Sep 2024,10–15%
9/16/2024,Zinc,Mineral,142.00,$48.93,"$6,948.06",22.00%,0.00,UK,Walmart,0.00%,Sep 2024,20–25%
9/16/2024,Collagen Peptides,Protein,163.00,$31.37,"$5,113.31",23.00%,1.00,UK,Amazon,0.61%,Sep 2024,20–25%
9/16/2024,Magnesium,Mineral,138.00,$33.65,"$4,643.70",19.00%,6.00,USA,Walmart,4.35%,Sep 2024,15–20%
9/16/2024,Ashwagandha,Herbal,159.00,$13.81,"$2,195.79",23.00%,1.00,UK,Walmart,0.63%,Sep 2024,20–25%
9/16/2024,Melatonin,Sleep Aid,171.00,$45.76,"$7,824.96",18.00%,6.00,Canada,iHerb,3.51%,Sep 2024,15–20%
9/16/2024,Biotin,Vitamin,160.00,$37.86,"$6,057.60",9.00%,0.00,Canada,Amazon,0.00%,Sep 2024,5–10%
9/16/2024,Green Tea Extract,Fat Burner,140.00,$37.44,"$5,241.60",23.00%,3.00,Canada,Walmart,2.14%,Sep 2024,20–25%
9/16/2024,Iron Supplement,Mineral,124.00,$22.26,"$2,760.24",6.00%,0.00,USA,Walmart,0.00%,Sep 2024,5–10%
9/16/2024,Electrolyte Powder,Hydration,146.00,$38.91,"$5,680.86",14.00%,1.00,UK,iHerb,0.68%,Sep 2024,10–15%
9/23/2024,Whey Protein,Protein,158.00,$27.31,"$4,314.98",2.00%,1.00,Canada,iHerb,0.63%,Sep 2024,0–5%
9/23/2024,Vitamin C,Vitamin,134.00,$17.80,"$2,385.20",12.00%,0.00,USA,Amazon,0.00%,Sep 2024,10–15%
9/23/2024,Fish Oil,Omega,159.00,$37.74,"$6,000.66",4.00%,0.00,UK,Amazon,0.00%,Sep 2024,0–5%
9/23/2024,Multivitamin,Vitamin,166.00,$14.95,"$2,481.70",17.00%,2.00,USA,Walmart,1.20%,Sep 2024,15–20%
9/23/2024,Pre-Workout,Performance,149.00,$54.35,"$8,098.15",6.00%,1.00,Canada,Walmart,0.67%,Sep 2024,5–10%
9/23/2024,BCAA,Amino Acid,144.00,$55.82,"$8,038.08",21.00%,2.00,USA,iHerb,1.39%,Sep 2024,20–25%
9/23/2024,Creatine,Performance,167.00,$57.29,"$9,567.43",13.00%,0.00,Canada,Walmart,0.00%,Sep 2024,10–15%
9/23/2024,Zinc,Mineral,148.00,$30.02,"$4,442.96",23.00%,1.00,UK,Amazon,0.68%,Sep 2024,20–25%
9/23/2024,Collagen Peptides,Protein,150.00,$48.05,"$7,207.50",18.00%,1.00,Canada,iHerb,0.67%,Sep 2024,15–20%
9/23/2024,Magnesium,Mineral,132.00,$16.55,"$2,184.60",7.00%,0.00,Canada,Amazon,0.00%,Sep 2024,5–10%
9/23/2024,Ashwagandha,Herbal,161.00,$30.70,"$4,942.70",8.00%,3.00,UK,iHerb,1.86%,Sep 2024,5–10%
9/23/2024,Melatonin,Sleep Aid,169.00,$10.45,"$1,766.05",20.00%,1.00,USA,iHerb,0.59%,Sep 2024,15–20%
9/23/2024,Biotin,Vitamin,151.00,$55.73,"$8,415.23",14.00%,1.00,USA,Amazon,0.66%,Sep 2024,10–15%
9/23/2024,Green Tea Extract,Fat Burner,142.00,$49.83,"$7,075.86",11.00%,0.00,Canada,Walmart,0.00%,Sep 2024,10–15%
9/23/2024,Iron Supplement,Mineral,131.00,$33.25,"$4,355.75",16.00%,1.00,UK,Amazon,0.76%,Sep 2024,15–20%
9/23/2024,Electrolyte Powder,Hydration,135.00,$55.34,"$7,470.90",4.00%,2.00,Canada,iHerb,1.48%,Sep 2024,0–5%
9/30/2024,Whey Protein,Protein,153.00,$17.53,"$2,682.09",24.00%,2.00,Canada,iHerb,1.31%,Sep 2024,20–25%
9/30/2024,Vitamin C,Vitamin,164.00,$46.97,"$7,703.08",20.00%,1.00,UK,Walmart,0.61%,Sep 2024,15–20%
9/30/2024,Fish Oil,Omega,146.00,$14.67,"$2,141.82",18.00%,0.00,USA,iHerb,0.00%,Sep 2024,15–20%
9/30/2024,Multivitamin,Vitamin,138.00,$14.92,"$2,058.96",24.00%,3.00,Canada,Amazon,2.17%,Sep 2024,20–25%
9/30/2024,Pre-Workout,Performance,154.00,$54.38,"$8,374.52",6.00%,3.00,UK,Amazon,1.95%,Sep 2024,5–10%
9/30/2024,BCAA,Amino Acid,138.00,$37.91,"$5,231.58",18.00%,0.00,UK,iHerb,0.00%,Sep 2024,15–20%
9/30/2024,Creatine,Performance,142.00,$27.87,"$3,957.54",19.00%,2.00,Canada,iHerb,1.41%,Sep 2024,15–20%
9/30/2024,Zinc,Mineral,140.00,$41.45,"$5,803.00",11.00%,0.00,Canada,Amazon,0.00%,Sep 2024,10–15%
9/30/2024,Collagen Peptides,Protein,144.00,$15.41,"$2,219.04",14.00%,2.00,USA,iHerb,1.39%,Sep 2024,10–15%
9/30/2024,Magnesium,Mineral,153.00,$16.38,"$2,506.14",11.00%,2.00,UK,Walmart,1.31%,Sep 2024,10–15%
9/30/2024,Ashwagandha,Herbal,156.00,$46.45,"$7,246.20",16.00%,0.00,Canada,Walmart,0.00%,Sep 2024,15–20%
9/30/2024,Melatonin,Sleep Aid,157.00,$59.67,"$9,368.19",17.00%,2.00,UK,iHerb,1.27%,Sep 2024,15–20%
9/30/2024,Biotin,Vitamin,150.00,$59.84,"$8,976.00",19.00%,2.00,UK,iHerb,1.33%,Sep 2024,15–20%
9/30/2024,Green Tea Extract,Fat Burner,129.00,$45.43,"$5,860.47",19.00%,0.00,USA,Amazon,0.00%,Sep 2024,15–20%
9/30/2024,Iron Supplement,Mineral,155.00,$48.01,"$7,441.55",6.00%,2.00,USA,iHerb,1.29%,Sep 2024,5–10%
9/30/2024,Electrolyte Powder,Hydration,142.00,$41.67,"$5,917.14",3.00%,2.00,USA,iHerb,1.41%,Sep 2024,0–5%
10/7/2024,Whey Protein,Protein,140.00,$27.68,"$3,875.20",23.00%,2.00,Canada,Amazon,1.43%,Oct 2024,20–25%
10/7/2024,Vitamin C,Vitamin,128.00,$26.87,"$3,439.36",20.00%,1.00,USA,iHerb,0.78%,Oct 2024,15–20%
10/7/2024,Fish Oil,Omega,157.00,$58.78,"$9,228.46",23.00%,1.00,USA,iHerb,0.64%,Oct 2024,20–25%
10/7/2024,Multivitamin,Vitamin,158.00,$54.94,"$8,680.52",2.00%,1.00,USA,iHerb,0.63%,Oct 2024,0–5%
10/7/2024,Pre-Workout,Performance,143.00,$18.46,"$2,639.78",12.00%,2.00,UK,Amazon,1.40%,Oct 2024,10–15%
10/7/2024,BCAA,Amino Acid,150.00,$13.32,"$1,998.00",22.00%,4.00,UK,Walmart,2.67%,Oct 2024,20–25%
10/7/2024,Creatine,Performance,154.00,$16.57,"$2,551.78",20.00%,0.00,Canada,Amazon,0.00%,Oct 2024,15–20%
10/7/2024,Zinc,Mineral,147.00,$39.28,"$5,774.16",8.00%,2.00,UK,iHerb,1.36%,Oct 2024,5–10%
10/7/2024,Collagen Peptides,Protein,145.00,$41.69,"$6,045.05",5.00%,1.00,UK,Walmart,0.69%,Oct 2024,0–5%
10/7/2024,Magnesium,Mineral,164.00,$36.79,"$6,033.56",16.00%,1.00,USA,Amazon,0.61%,Oct 2024,15–20%
10/7/2024,Ashwagandha,Herbal,142.00,$20.74,"$2,945.08",7.00%,0.00,Canada,Amazon,0.00%,Oct 2024,5–10%
10/7/2024,Melatonin,Sleep Aid,143.00,$58.09,"$8,306.87",15.00%,2.00,Canada,Amazon,1.40%,Oct 2024,10–15%
10/7/2024,Biotin,Vitamin,121.00,$50.73,"$6,138.33",16.00%,0.00,UK,Walmart,0.00%,Oct 2024,15–20%
10/7/2024,Green Tea Extract,Fat Burner,147.00,$52.18,"$7,670.46",2.00%,2.00,USA,iHerb,1.36%,Oct 2024,0–5%
10/7/2024,Iron Supplement,Mineral,162.00,$45.48,"$7,367.76",19.00%,2.00,USA,Walmart,1.23%,Oct 2024,15–20%
10/7/2024,Electrolyte Powder,Hydration,131.00,$49.82,"$6,526.42",6.00%,0.00,UK,Walmart,0.00%,Oct 2024,5–10%
10/14/2024,Whey Protein,Protein,146.00,$16.33,"$2,384.18",17.00%,0.00,UK,iHerb,0.00%,Oct 2024,15–20%
10/14/2024,Vitamin C,Vitamin,132.00,$14.18,"$1,871.76",21.00%,3.00,UK,Walmart,2.27%,Oct 2024,20–25%
10/14/2024,Fish Oil,Omega,160.00,$36.16,"$5,785.60",5.00%,1.00,USA,iHerb,0.63%,Oct 2024,0–5%
10/14/2024,Multivitamin,Vitamin,150.00,$14.73,"$2,209.50",7.00%,3.00,Canada,iHerb,2.00%,Oct 2024,5–10%
10/14/2024,Pre-Workout,Performance,147.00,$59.57,"$8,756.79",13.00%,1.00,Canada,Walmart,0.68%,Oct 2024,10–15%
10/14/2024,BCAA,Amino Acid,161.00,$22.60,"$3,638.60",20.00%,1.00,UK,Walmart,0.62%,Oct 2024,15–20%
10/14/2024,Creatine,Performance,138.00,$46.64,"$6,436.32",3.00%,1.00,Canada,iHerb,0.72%,Oct 2024,0–5%
10/14/2024,Zinc,Mineral,139.00,$48.17,"$6,695.63",18.00%,2.00,USA,Amazon,1.44%,Oct 2024,15–20%
10/14/2024,Collagen Peptides,Protein,139.00,$17.32,"$2,407.48",10.00%,0.00,Canada,Walmart,0.00%,Oct 2024,5–10%
10/14/2024,Magnesium,Mineral,159.00,$38.71,"$6,154.89",2.00%,3.00,Canada,iHerb,1.89%,Oct 2024,0–5%
10/14/2024,Ashwagandha,Herbal,185.00,$45.23,"$8,367.55",21.00%,2.00,Canada,Amazon,1.08%,Oct 2024,20–25%
10/14/2024,Melatonin,Sleep Aid,143.00,$35.61,"$5,092.23",10.00%,3.00,Canada,iHerb,2.10%,Oct 2024,5–10%
10/14/2024,Biotin,Vitamin,159.00,$39.28,"$6,245.52",17.00%,0.00,USA,Walmart,0.00%,Oct 2024,15–20%
10/14/2024,Green Tea Extract,Fat Burner,145.00,$38.36,"$5,562.20",5.00%,0.00,USA,iHerb,0.00%,Oct 2024,0–5%
10/14/2024,Iron Supplement,Mineral,151.00,$26.72,"$4,034.72",16.00%,0.00,USA,Amazon,0.00%,Oct 2024,15–20%
10/14/2024,Electrolyte Powder,Hydration,135.00,$13.09,"$1,767.15",22.00%,0.00,USA,Amazon,0.00%,Oct 2024,20–25%
10/21/2024,Whey Protein,Protein,156.00,$29.99,"$4,678.44",19.00%,1.00,USA,Walmart,0.64%,Oct 2024,15–20%
10/21/2024,Vitamin C,Vitamin,158.00,$39.65,"$6,264.70",19.00%,2.00,UK,iHerb,1.27%,Oct 2024,15–20%
10/21/2024,Fish Oil,Omega,154.00,$57.45,"$8,847.30",9.00%,2.00,UK,Walmart,1.30%,Oct 2024,5–10%
10/21/2024,Multivitamin,Vitamin,130.00,$30.60,"$3,978.00",21.00%,1.00,UK,Walmart,0.77%,Oct 2024,20–25%
10/21/2024,Pre-Workout,Performance,159.00,$33.22,"$5,281.98",23.00%,1.00,USA,iHerb,0.63%,Oct 2024,20–25%
10/21/2024,BCAA,Amino Acid,157.00,$33.00,"$5,181.00",17.00%,1.00,UK,iHerb,0.64%,Oct 2024,15–20%
10/21/2024,Creatine,Performance,159.00,$29.79,"$4,736.61",16.00%,3.00,Canada,Amazon,1.89%,Oct 2024,15–20%
10/21/2024,Zinc,Mineral,161.00,$27.95,"$4,499.95",3.00%,1.00,UK,Amazon,0.62%,Oct 2024,0–5%
10/21/2024,Collagen Peptides,Protein,178.00,$36.84,"$6,557.52",16.00%,2.00,Canada,iHerb,1.12%,Oct 2024,15–20%
10/21/2024,Magnesium,Mineral,155.00,$27.97,"$4,335.35",4.00%,0.00,USA,Walmart,0.00%,Oct 2024,0–5%
10/21/2024,Ashwagandha,Herbal,130.00,$41.41,"$5,383.30",22.00%,2.00,USA,iHerb,1.54%,Oct 2024,20–25%
10/21/2024,Melatonin,Sleep Aid,141.00,$19.65,"$2,770.65",24.00%,1.00,Canada,Amazon,0.71%,Oct 2024,20–25%
10/21/2024,Biotin,Vitamin,137.00,$29.76,"$4,077.12",22.00%,1.00,UK,Amazon,0.73%,Oct 2024,20–25%
10/21/2024,Green Tea Extract,Fat Burner,146.00,$54.63,"$7,975.98",22.00%,2.00,Canada,Walmart,1.37%,Oct 2024,20–25%
10/21/2024,Iron Supplement,Mineral,139.00,$58.78,"$8,170.42",15.00%,2.00,Canada,iHerb,1.44%,Oct 2024,10–15%
10/21/2024,Electrolyte Powder,Hydration,148.00,$31.45,"$4,654.60",18.00%,3.00,Canada,iHerb,2.03%,Oct 2024,15–20%
10/28/2024,Whey Protein,Protein,150.00,$27.01,"$4,051.50",4.00%,4.00,UK,Amazon,2.67%,Oct 2024,0–5%
10/28/2024,Vitamin C,Vitamin,143.00,$45.77,"$6,545.11",20.00%,3.00,USA,Walmart,2.10%,Oct 2024,15–20%
10/28/2024,Fish Oil,Omega,154.00,$18.38,"$2,830.52",16.00%,2.00,Canada,iHerb,1.30%,Oct 2024,15–20%
10/28/2024,Multivitamin,Vitamin,141.00,$48.92,"$6,897.72",21.00%,1.00,USA,iHerb,0.71%,Oct 2024,20–25%
10/28/2024,Pre-Workout,Performance,157.00,$46.95,"$7,371.15",12.00%,2.00,USA,Walmart,1.27%,Oct 2024,10–15%
10/28/2024,BCAA,Amino Acid,147.00,$18.90,"$2,778.30",2.00%,2.00,UK,Walmart,1.36%,Oct 2024,0–5%
10/28/2024,Creatine,Performance,164.00,$13.31,"$2,182.84",11.00%,2.00,Canada,Amazon,1.22%,Oct 2024,10–15%
10/28/2024,Zinc,Mineral,136.00,$21.60,"$2,937.60",10.00%,0.00,UK,Amazon,0.00%,Oct 2024,5–10%
10/28/2024,Collagen Peptides,Protein,145.00,$40.55,"$5,879.75",2.00%,2.00,USA,iHerb,1.38%,Oct 2024,0–5%
10/28/2024,Magnesium,Mineral,149.00,$24.47,"$3,646.03",18.00%,2.00,Canada,Amazon,1.34%,Oct 2024,15–20%
10/28/2024,Ashwagandha,Herbal,150.00,$17.29,"$2,593.50",6.00%,2.00,USA,iHerb,1.33%,Oct 2024,5–10%
10/28/2024,Melatonin,Sleep Aid,143.00,$28.70,"$4,104.10",16.00%,1.00,USA,Amazon,0.70%,Oct 2024,15–20%
10/28/2024,Biotin,Vitamin,147.00,$14.71,"$2,162.37",6.00%,0.00,USA,iHerb,0.00%,Oct 2024,5–10%
10/28/2024,Green Tea Extract,Fat Burner,174.00,$12.10,"$2,105.40",3.00%,0.00,USA,Walmart,0.00%,Oct 2024,0–5%
10/28/2024,Iron Supplement,Mineral,153.00,$34.93,"$5,344.29",9.00%,3.00,Canada,Amazon,1.96%,Oct 2024,5–10%
10/28/2024,Electrolyte Powder,Hydration,143.00,$46.06,"$6,586.58",11.00%,2.00,Canada,Amazon,1.40%,Oct 2024,10–15%
11/4/2024,Whey Protein,Protein,156.00,$35.20,"$5,491.20",24.00%,2.00,UK,Amazon,1.28%,Nov 2024,20–25%
11/4/2024,Vitamin C,Vitamin,169.00,$34.16,"$5,773.04",23.00%,1.00,Canada,Walmart,0.59%,Nov 2024,20–25%
11/4/2024,Fish Oil,Omega,186.00,$55.13,"$10,254.18",11.00%,0.00,Canada,Amazon,0.00%,Nov 2024,10–15%
11/4/2024,Multivitamin,Vitamin,167.00,$11.11,"$1,855.37",3.00%,2.00,USA,iHerb,1.20%,Nov 2024,0–5%
11/4/2024,Pre-Workout,Performance,149.00,$47.25,"$7,040.25",3.00%,1.00,UK,iHerb,0.67%,Nov 2024,0–5%
11/4/2024,BCAA,Amino Acid,138.00,$53.66,"$7,405.08",13.00%,0.00,Canada,Amazon,0.00%,Nov 2024,10–15%
11/4/2024,Creatine,Performance,152.00,$16.61,"$2,524.72",2.00%,0.00,Canada,Walmart,0.00%,Nov 2024,0–5%
11/4/2024,Zinc,Mineral,159.00,$37.03,"$5,887.77",6.00%,1.00,Canada,Walmart,0.63%,Nov 2024,5–10%
11/4/2024,Collagen Peptides,Protein,185.00,$55.08,"$10,189.80",15.00%,0.00,Canada,Amazon,0.00%,Nov 2024,10–15%
11/4/2024,Magnesium,Mineral,149.00,$30.93,"$4,608.57",22.00%,1.00,Canada,Walmart,0.67%,Nov 2024,20–25%
11/4/2024,Ashwagandha,Herbal,152.00,$56.03,"$8,516.56",12.00%,2.00,USA,iHerb,1.32%,Nov 2024,10–15%
11/4/2024,Melatonin,Sleep Aid,142.00,$23.98,"$3,405.16",8.00%,4.00,USA,Amazon,2.82%,Nov 2024,5–10%
11/4/2024,Biotin,Vitamin,156.00,$59.40,"$9,266.40",4.00%,1.00,Canada,iHerb,0.64%,Nov 2024,0–5%
11/4/2024,Green Tea Extract,Fat Burner,155.00,$45.85,"$7,106.75",2.00%,0.00,Canada,Walmart,0.00%,Nov 2024,0–5%
11/4/2024,Iron Supplement,Mineral,157.00,$37.77,"$5,929.89",7.00%,2.00,USA,Walmart,1.27%,Nov 2024,5–10%
11/4/2024,Electrolyte Powder,Hydration,147.00,$44.48,"$6,538.56",3.00%,0.00,Canada,Amazon,0.00%,Nov 2024,0–5%
